year,genre,aiContent
2021,Daytime Soap,0.0017272727272727
2021,Daytime Soap,0.0005
2021,Daytime Soap,0.0035999999999999
2021,Daytime Soap,0.0002727272727272
2021,Daytime Soap,0.0828416666666666
2021,Daytime Soap,0.0002818181818181
2021,Daytime Soap,0.0005454545454545
2021,Daytime Soap,0.00153
2021,Daytime Soap,0.0701083333333333
2021,Daytime Soap,0.0023181818181818
2021,Daytime Soap,0.0017636363636363
2021,Daytime Soap,0.006575
2021,Daytime Soap,0.0003727272727272
2021,Daytime Soap,0.0001818181818181
2021,Daytime Soap,0.0161272727272727
2021,Daytime Soap,0.0003727272727272
2021,Daytime Soap,0.0002083333333333
2021,Daytime Soap,0.0015636363636363
2021,Daytime Soap,0.0009583333333333
2021,Daytime Soap,0.0479899999999999
2021,Daytime Soap,0.0011615384615384
2021,Daytime Soap,0.000590909090909
2021,Daytime Soap,0.00026
2021,Daytime Soap,0.0050363636363636
2021,Daytime Soap,0.00095
2021,Daytime Soap,0.000290909090909
2021,Daytime Soap,0.0004090909090909
2021,Daytime Soap,0.0034
2021,Daytime Soap,0.0053888888888888
2021,Daytime Soap,0.00118
2021,Daytime Soap,0.0916363636363636
2021,Daytime Soap,0.0028272727272727
2021,Daytime Soap,0.0010272727272727
2021,Daytime Soap,0.0265363636363636
2021,Daytime Soap,0.00058
2021,Daytime Soap,0.001490909090909
2021,Daytime Soap,0.086490909090909
2021,Daytime Soap,0.0038999999999999
2021,Daytime Soap,0.0002777777777777
2021,Daytime Soap,0.0010666666666666
2021,Daytime Soap,0.00584
2021,Daytime Soap,0.0287090909090909
2021,Daytime Soap,0.0008083333333333
2021,Daytime Soap,0.0001799999999999
2021,Daytime Soap,0.07486
2021,Daytime Soap,0.0148454545454545
2021,Daytime Soap,0.006890909090909
2021,Daytime Soap,0.01356
2021,Daytime Soap,0.0606545454545454
2021,Daytime Soap,0.0007
2021,Daytime Soap,0.0013899999999999
2021,Daytime Soap,0.00149
2021,Daytime Soap,0.0002727272727272
2021,Daytime Soap,0.00023
2021,Daytime Soap,0.00058
2021,Daytime Soap,0.0019181818181818
2021,Daytime Soap,0.0003272727272727
2021,Daytime Soap,9.090909090909092e-05
2021,Daytime Soap,0.0033833333333333
2021,Daytime Soap,0.0001636363636363
2021,Daytime Soap,0.0040363636363636
2021,Daytime Soap,0.0003916666666666
2021,Daytime Soap,0.011590909090909
2021,Daytime Soap,0.00342
2021,Daytime Soap,0.0003799999999999
2021,Daytime Soap,0.0009999999999999
2021,Daytime Soap,0.0003799999999999
2021,Daytime Soap,0.01558
2021,Daytime Soap,0.10618
2021,Daytime Soap,0.0012416666666666
2021,Daytime Soap,0.0003272727272727
2021,Daytime Soap,0.084225
2021,Daytime Soap,0.0530833333333333
2021,Daytime Soap,0.000775
2021,Daytime Soap,0.0187
2021,Daytime Soap,0.0002799999999999
2021,Daytime Soap,0.0026111111111111
2021,Daytime Soap,0.0793454545454545
2021,Daytime Soap,0.0002636363636363
2021,Daytime Soap,0.0002416666666666
2021,Daytime Soap,0.0010999999999999
2021,Daytime Soap,0.0016799999999999
2021,Daytime Soap,0.0399538461538461
2021,Daytime Soap,0.0011454545454545
2021,Daytime Soap,0.0018166666666666
2021,Daytime Soap,0.0013499999999999
2021,Daytime Soap,0.0005454545454545
2021,Daytime Soap,0.000590909090909
2021,Daytime Soap,0.00055
2021,Daytime Soap,0.0036363636363636
2021,Daytime Soap,0.0002545454545454
2021,Daytime Soap,0.0024888888888888
2021,Daytime Soap,0.0018692307692307
2021,Daytime Soap,0.028475
2021,Daytime Soap,0.0727818181818181
2021,Daytime Soap,0.0014749999999999
2021,Daytime Soap,0.0004636363636363
2021,Daytime Soap,0.0006416666666666
2021,Daytime Soap,0.0015545454545454
2021,Daytime Soap,0.00055
2021,Daytime Soap,0.0453090909090909
2021,Daytime Soap,0.0008454545454545
2021,Daytime Soap,0.0008699999999999
2021,Daytime Soap,0.0314916666666666
2021,Daytime Soap,0.0015416666666666
2021,Daytime Soap,0.0096333333333333
2021,Daytime Soap,0.0009166666666666
2021,Daytime Soap,0.0017
2021,Daytime Soap,0.004875
2021,Daytime Soap,0.0008636363636363
2021,Daytime Soap,0.0005090909090909
2021,Daytime Soap,0.0001545454545454
2021,Daytime Soap,0.0793230769230769
2021,Daytime Soap,0.0029083333333333
2021,Daytime Soap,0.0013076923076923
2021,Daytime Soap,0.0003333333333333
2022,Daytime Soap,0.0050090909090909
2022,Daytime Soap,0.0075583333333333
2022,Daytime Soap,0.0100153846153846
2022,Daytime Soap,0.0003
2022,Daytime Soap,0.003325
2022,Daytime Soap,0.0005818181818181
2022,Daytime Soap,0.0084636363636363
2022,Daytime Soap,0.0084666666666666
2022,Daytime Soap,0.0005636363636363
2022,Daytime Soap,0.1230181818181817
2022,Daytime Soap,0.0005833333333333
2022,Daytime Soap,0.00112
2022,Daytime Soap,0.0132083333333333
2022,Daytime Soap,0.0027666666666666
2022,Daytime Soap,0.0035181818181818
2022,Daytime Soap,0.0104083333333333
2022,Daytime Soap,0.000290909090909
2022,Daytime Soap,0.011676923076923
2022,Daytime Soap,0.0298199999999999
2022,Daytime Soap,0.0003181818181818
2022,Daytime Soap,0.0005833333333333
2022,Daytime Soap,0.0009545454545454
2022,Daytime Soap,0.0065
2022,Daytime Soap,0.0003454545454545
2022,Daytime Soap,0.058375
2022,Daytime Soap,0.0011818181818181
2022,Daytime Soap,0.0006625
2022,Daytime Soap,0.000625
2022,Daytime Soap,0.00475
2022,Daytime Soap,0.00137
2022,Daytime Soap,0.1189272727272727
2022,Daytime Soap,0.0157166666666666
2022,Daytime Soap,0.00049
2022,Daytime Soap,0.0007363636363636
2022,Daytime Soap,0.0010749999999999
2022,Daytime Soap,0.00035
2022,Daytime Soap,0.0005454545454545
2022,Daytime Soap,0.000890909090909
2022,Daytime Soap,0.0003583333333333
2022,Daytime Soap,0.004690909090909
2022,Daytime Soap,0.0408363636363636
2022,Daytime Soap,0.0007083333333333
2022,Daytime Soap,0.0157399999999999
2022,Daytime Soap,0.0005899999999999
2022,Daytime Soap,0.0082363636363636
2022,Daytime Soap,0.0019818181818181
2022,Daytime Soap,0.0094727272727272
2022,Daytime Soap,0.0442590909090909
2022,Daytime Soap,0.0009333333333333
2022,Daytime Soap,0.0015499999999999
2022,Daytime Soap,0.0003636363636363
2022,Daytime Soap,0.0005499999999999
2022,Daytime Soap,0.0144166666666666
2022,Daytime Soap,0.0007090909090909
2022,Daytime Soap,0.093025
2022,Daytime Soap,0.0068333333333333
2022,Daytime Soap,0.0010818181818181
2022,Daytime Soap,0.0255727272727272
2022,Daytime Soap,0.0004
2022,Daytime Soap,0.00024
2022,Daytime Soap,0.0005181818181818
2022,Daytime Soap,0.0835833333333333
2022,Daytime Soap,0.0003166666666666
2022,Daytime Soap,0.0556333333333333
2022,Daytime Soap,0.0003727272727272
2022,Daytime Soap,0.0282181818181818
2022,Daytime Soap,0.0045454545454545
2022,Daytime Soap,0.0001999999999999
2022,Daytime Soap,0.0004727272727272
2022,Daytime Soap,0.00098
2022,Daytime Soap,0.0001555555555555
2022,Daytime Soap,0.10824
2022,Daytime Soap,0.00276
2022,Daytime Soap,0.00029
2022,Daytime Soap,0.0029222222222222
2022,Daytime Soap,0.0003199999999999
2022,Daytime Soap,0.0020999999999999
2022,Daytime Soap,0.00478
2022,Daytime Soap,0.0013999999999999
2022,Daytime Soap,0.001190909090909
2022,Daytime Soap,0.00039
2022,Daytime Soap,0.00154
2022,Daytime Soap,0.0151454545454545
2022,Daytime Soap,0.01927
2022,Daytime Soap,0.0004818181818181
2022,Daytime Soap,0.0002272727272727
2022,Daytime Soap,0.0868999999999999
2022,Daytime Soap,0.0002
2022,Daytime Soap,0.0003636363636363
2022,Daytime Soap,0.0010272727272727
2022,Daytime Soap,0.00192
2022,Daytime Soap,0.09648
2022,Daytime Soap,0.001590909090909
2022,Daytime Soap,0.0027111111111111
2022,Daytime Soap,0.0320333333333333
2022,Daytime Soap,0.000590909090909
2022,Daytime Soap,0.000875
2022,Daytime Soap,0.0496916666666666
2022,Daytime Soap,0.030976923076923
2022,Daytime Soap,0.0005666666666666
2022,Daytime Soap,0.0013666666666666
2022,Daytime Soap,0.0620583333333333
2022,Daytime Soap,0.0006333333333333
2022,Daytime Soap,0.00125
2022,Daytime Soap,0.0006181818181818
2022,Daytime Soap,0.0012
2022,Daytime Soap,0.0029749999999999
2022,Daytime Soap,0.0009166666666666
2022,Daytime Soap,0.0008083333333333
2022,Daytime Soap,0.0010636363636363
2022,Daytime Soap,0.0040333333333333
2022,Daytime Soap,0.0049545454545454
2022,Daytime Soap,0.0325090909090909
2022,Daytime Soap,0.018325
2022,Daytime Soap,0.0123692307692307
2022,Daytime Soap,0.0006
2022,Daytime Soap,0.0822416666666666
2022,Daytime Soap,0.0070999999999999
2022,Daytime Soap,0.00055
2022,Daytime Soap,0.0003727272727272
2022,Daytime Soap,0.0030090909090909
2022,Daytime Soap,0.0006666666666666
2022,Daytime Soap,0.000725
2022,Daytime Soap,0.0004454545454545
2022,Daytime Soap,0.01146
2022,Daytime Soap,0.0007636363636363
2022,Daytime Soap,0.0005
2022,Daytime Soap,0.0875727272727272
2022,Daytime Soap,0.0051818181818181
2022,Daytime Soap,0.0004916666666666
2022,Daytime Soap,0.0424666666666666
2022,Daytime Soap,0.0912181818181818
2022,Daytime Soap,0.0003083333333333
2022,Daytime Soap,0.0028916666666666
2022,Daytime Soap,0.0037272727272727
2022,Daytime Soap,0.00866
2022,Daytime Soap,0.0005181818181818
2022,Daytime Soap,0.0005
2022,Daytime Soap,0.0140545454545454
2022,Daytime Soap,0.004325
2022,Daytime Soap,0.00053
2022,Daytime Soap,0.0135583333333333
2022,Daytime Soap,0.00025
2022,Daytime Soap,0.0006583333333333
2022,Daytime Soap,0.0011818181818181
2022,Daytime Soap,0.0148666666666666
2022,Daytime Soap,0.00046
2022,Daytime Soap,0.0588916666666666
2022,Daytime Soap,0.0006166666666666
2022,Daytime Soap,0.0003666666666666
2022,Daytime Soap,0.0026818181818181
2022,Daytime Soap,0.0029181818181818
2022,Daytime Soap,0.0637666666666666
2022,Daytime Soap,0.0698636363636363
2022,Daytime Soap,0.0001727272727272
2022,Daytime Soap,0.0099272727272727
2022,Daytime Soap,0.0016384615384615
2022,Daytime Soap,0.0071090909090909
2022,Daytime Soap,0.00134
2022,Daytime Soap,0.0018749999999999
2022,Daytime Soap,0.0045636363636363
2022,Daytime Soap,0.0018636363636363
2022,Daytime Soap,0.0009333333333333
2022,Daytime Soap,0.0004
2022,Daytime Soap,0.0096545454545454
2022,Daytime Soap,0.001225
2022,Daytime Soap,0.091890909090909
2022,Daytime Soap,0.0005545454545454
2022,Daytime Soap,0.0892999999999999
2022,Daytime Soap,0.0849166666666666
2022,Daytime Soap,0.0054833333333333
2022,Daytime Soap,0.0859583333333333
2022,Daytime Soap,0.0027454545454545
2022,Daytime Soap,0.0037416666666666
2022,Daytime Soap,0.00758
2022,Daytime Soap,0.01268
2022,Daytime Soap,0.01598
2022,Daytime Soap,0.0009454545454545
2022,Daytime Soap,0.0007299999999999
2022,Daytime Soap,0.0012181818181818
2022,Daytime Soap,0.0006166666666666
2022,Daytime Soap,0.0218083333333333
2022,Daytime Soap,0.00083
2022,Daytime Soap,0.063725
2022,Daytime Soap,0.0153
2022,Daytime Soap,0.0015699999999999
2022,Daytime Soap,0.00102
2022,Daytime Soap,0.0072727272727272
2022,Daytime Soap,0.0133687499999999
2022,Daytime Soap,0.0013545454545454
2022,Daytime Soap,0.0136090909090909
2022,Daytime Soap,0.0145
2022,Daytime Soap,0.0203083333333333
2022,Daytime Soap,0.0008
2022,Daytime Soap,0.000390909090909
2022,Daytime Soap,0.0032090909090909
2022,Daytime Soap,0.0005636363636363
2022,Daytime Soap,0.0002
2022,Daytime Soap,0.0004363636363636
2022,Daytime Soap,0.0021583333333333
2022,Daytime Soap,0.0006583333333333
2022,Daytime Soap,0.0178833333333333
2022,Daytime Soap,0.0050545454545454
2022,Daytime Soap,0.0083461538461538
2022,Daytime Soap,0.0047
2022,Daytime Soap,0.0832583333333333
2022,Daytime Soap,0.0005181818181818
2022,Daytime Soap,0.0033333333333333
2022,Daytime Soap,0.05985
2022,Daytime Soap,0.0004454545454545
2022,Daytime Soap,0.0718307692307692
2022,Daytime Soap,0.0494454545454545
2022,Daytime Soap,0.000890909090909
2022,Daytime Soap,0.00297
2022,Daytime Soap,0.0592699999999999
2022,Daytime Soap,0.0032272727272727
2022,Daytime Soap,0.0008454545454545
2022,Daytime Soap,0.0012857142857142
2022,Daytime Soap,0.0029454545454545
2022,Daytime Soap,0.0061272727272727
2022,Daytime Soap,0.0857833333333333
2022,Daytime Soap,0.0645636363636363
2022,Daytime Soap,0.00068
2022,Daytime Soap,0.0058454545454545
2022,Daytime Soap,0.0061636363636363
2022,Daytime Soap,0.0014666666666666
2022,Daytime Soap,0.001425
2022,Daytime Soap,0.0832416666666666
2022,Daytime Soap,0.1048
2022,Daytime Soap,0.0638166666666666
2022,Daytime Soap,0.0014272727272727
2022,Daytime Soap,0.0013
2022,Daytime Soap,0.0008199999999999
2022,Daytime Soap,0.0009545454545454
2022,Daytime Soap,0.0055727272727272
2022,Daytime Soap,0.00421
2022,Daytime Soap,0.0060545454545454
2022,Daytime Soap,0.0336454545454545
2022,Daytime Soap,0.0010727272727272
2022,Daytime Soap,0.0007533333333333
2022,Daytime Soap,0.0005
2022,Daytime Soap,0.00042
2022,Daytime Soap,0.0007416666666666
2022,Daytime Soap,0.0112333333333333
2022,Daytime Soap,0.0907
2022,Daytime Soap,0.0542545454545454
2022,Daytime Soap,0.0740416666666666
2022,Daytime Soap,0.1007363636363636
2022,Daytime Soap,0.00177
2022,Daytime Soap,0.06163
2023,Daytime Soap,0.0036599999999999
2023,Daytime Soap,0.0946636363636363
2023,Daytime Soap,0.0008818181818181
2023,Daytime Soap,0.0073818181818181
2023,Daytime Soap,0.0134899999999999
2023,Daytime Soap,0.0009818181818181
2023,Daytime Soap,0.0003454545454545
2023,Daytime Soap,0.00062
2023,Daytime Soap,0.1003
2023,Daytime Soap,0.0002666666666666
2023,Daytime Soap,0.0837909090909091
2023,Daytime Soap,0.0023
2023,Daytime Soap,0.0002181818181818
2023,Daytime Soap,0.0012727272727272
2023,Daytime Soap,0.0066545454545454
2023,Daytime Soap,0.0136899999999999
2023,Daytime Soap,0.0084083333333333
2023,Daytime Soap,0.00111
2023,Daytime Soap,0.0002636363636363
2023,Daytime Soap,0.0083272727272727
2023,Daytime Soap,0.0002545454545454
2023,Daytime Soap,0.0006545454545454
2023,Daytime Soap,0.022175
2023,Daytime Soap,0.07455
2023,Daytime Soap,0.0285454545454545
2023,Daytime Soap,0.1020090909090909
2023,Daytime Soap,0.02443
2023,Daytime Soap,0.08385
2023,Daytime Soap,0.0001666666666666
2023,Daytime Soap,0.0002363636363636
2023,Daytime Soap,0.0002111111111111
2023,Daytime Soap,0.0117444444444444
2023,Daytime Soap,0.0006272727272727
2023,Daytime Soap,0.00049
2023,Daytime Soap,0.0005
2023,Daytime Soap,0.0079454545454545
2023,Daytime Soap,0.0128444444444444
2023,Daytime Soap,0.0094555555555555
2023,Daytime Soap,0.03281
2023,Daytime Soap,0.0015090909090909
2023,Daytime Soap,0.0048363636363636
2023,Daytime Soap,0.00086
2023,Daytime Soap,0.0017333333333333
2023,Daytime Soap,0.0314454545454545
2023,Daytime Soap,0.01844
2023,Daytime Soap,0.0008499999999999
2023,Daytime Soap,0.0786166666666666
2023,Daytime Soap,0.0013083333333333
2023,Daytime Soap,0.0631818181818181
2023,Daytime Soap,0.0016499999999999
2023,Daytime Soap,0.0008272727272727
2023,Daytime Soap,0.0014699999999999
2023,Daytime Soap,0.0002545454545454
2023,Daytime Soap,0.0004916666666666
2023,Daytime Soap,0.0920818181818181
2023,Daytime Soap,0.0013999999999999
2023,Daytime Soap,0.0188333333333333
2023,Daytime Soap,0.00176
2023,Daytime Soap,0.01872
2023,Daytime Soap,0.0117916666666666
2023,Daytime Soap,0.00073
2023,Daytime Soap,0.0111636363636363
2023,Daytime Soap,0.0042181818181818
2023,Daytime Soap,0.0007235294117647
2023,Daytime Soap,0.0006545454545454
2023,Daytime Soap,0.00053
2023,Daytime Soap,0.00104
2023,Daytime Soap,0.0104727272727272
2023,Daytime Soap,0.0001111111111111
2023,Daytime Soap,0.0046636363636363
2023,Daytime Soap,0.0002888888888888
2023,Daytime Soap,0.0002666666666666
2023,Daytime Soap,0.0006181818181818
2023,Daytime Soap,0.00167
2023,Daytime Soap,0.0002
2023,Daytime Soap,0.0019090909090909
2023,Daytime Soap,0.0588
2023,Daytime Soap,0.0009363636363636
2023,Daytime Soap,0.0002090909090909
2023,Daytime Soap,0.0048727272727272
2023,Daytime Soap,0.0034
2023,Daytime Soap,0.0028
2023,Daytime Soap,0.00716
2023,Daytime Soap,0.0084272727272727
2023,Daytime Soap,0.00615
2023,Daytime Soap,0.0119083333333333
2023,Daytime Soap,0.0023
2023,Daytime Soap,0.0006
2023,Daytime Soap,0.0005090909090909
2023,Daytime Soap,0.00085
2023,Daytime Soap,0.0001090909090909
2023,Daytime Soap,0.0004583333333333
2023,Daytime Soap,0.0001666666666666
2023,Daytime Soap,0.0926
2023,Daytime Soap,0.00018
2023,Daytime Soap,0.0002545454545454
2023,Daytime Soap,0.0144666666666666
2023,Daytime Soap,0.09725
2023,Daytime Soap,7.272727272727274e-05
